SourceStimuliName,SourceStimuliNameArray,Brow Furrow,Cheek Raise,Inner Brow Raise,Lip Suck,Pitch
Fearful,1,1.954759121,0.000138144,31.02559471,1.806558013,-11.86101246
Fearful,1,1.073336005,0.000156421,31.21541214,2.616290569,-11.40375233
Fearful,1,0.663074017,0.000192361,32.39755249,2.678677082,-12.0758009
Fearful,1,0.378838629,0.000220378,33.4239502,2.539504766,-11.36505985
Fearful,1,0.217711568,0.000247227,37.53293991,2.053040266,-11.42339039
Fearful,1,0.123616949,0.000299404,40.19674683,1.470455289,-12.04672432
Fearful,1,0.071557336,0.00038809,41.78652954,0.950527608,-10.88459206
Fearful,1,0.041642461,0.000443302,45.52769089,0.758651972,-11.19776917
Fearful,1,0.026256356,0.000518264,48.77405548,0.721276104,-10.77118111
Fearful,1,0.015414188,0.000607241,50.35912704,0.709843099,-11.67054749
Fearful,1,0.010092811,0.000769982,51.26796341,0.628317297,-11.73435593
Fearful,1,0.006254811,0.000790501,52.22678757,0.59710741,-10.87592697
Fearful,1,0.003911834,0.00088535,54.21290588,0.498809576,-10.93306351
Fearful,1,0.002637318,0.000868079,54.62992859,0.402624339,-11.32845879
Fearful,1,0.001984983,0.000873874,56.8612442,0.308616787,-11.60646915
Fearful,1,0.001702231,0.000778534,58.70621109,0.249614358,-11.34239578
Fearful,1,0.001444495,0.000776886,60.89709854,0.203319386,-11.86161995
Fearful,1,0.001424462,0.000769327,61.76601028,0.177274838,-12.0502882
Fearful,1,0.001404528,0.000672269,63.4486084,0.177744627,-12.11281013
Fearful,1,0.001489669,0.000577318,64.8603363,0.161461636,-12.24904823
Fearful,1,0.001471542,0.000509043,61.07904434,0.1713209,-12.89013958
Fearful,1,0.001426978,0.000488166,61.08983231,0.209786341,-12.82354069
Fearful,1,0.001479356,0.000572858,61.69019318,0.232757419,-12.83673668
Fearful,1,0.001394726,0.000611836,59.90816116,0.233394533,-12.67778778
Fearful,1,0.001406407,0.000698266,55.09360504,0.252652526,-12.65222263
Fearful,1,0.001480542,0.000778713,55.52562332,0.241267562,-11.81405163
Fearful,1,0.001483428,0.000900222,56.3348999,0.218501493,-12.30380249
Fearful,1,0.00159427,0.001133,57.50059891,0.233267665,-11.74849319
Fearful,1,0.00155324,0.001298459,57.70158386,0.216844097,-12.59663486
Fearful,1,0.001842582,0.001613452,57.16117859,0.2246591,-12.50853157
Fearful,1,0.002138952,0.001860742,57.48159409,0.23973,-11.50253677
Fearful,1,0.002527579,0.001829988,54.81279373,0.26412183,-11.83338833
Fearful,1,0.002712023,0.002305843,51.90837479,0.322902173,-12.02999878
Fearful,1,0.002545499,0.002398535,48.78155136,0.445331126,-12.32533836
Fearful,1,0.002436075,0.002311032,46.75414276,0.468270481,-11.10974216
Fearful,1,0.00240985,0.002272747,48.56246185,0.54333657,-12.48907185
Fearful,1,0.00217829,0.002084949,54.79688263,0.716604471,-12.58360291
Fearful,1,0.002367102,0.002291981,58.71036911,0.838567376,-10.21846581
Fearful,1,0.002876919,0.002266859,59.05619812,1.265651584,-11.50745296
Fearful,1,0.003166537,0.002079481,60.07040024,1.881184459,-10.71286106
Fearful,1,0.004065672,0.001858742,65.29123688,2.791106701,-10.49248886
Fearful,1,0.00455632,0.001460157,70.29309845,3.946933031,-9.914963722
Fearful,1,0.005542975,0.001268307,75.6038208,5.043870449,-10.35971165
Fearful,1,0.006338248,0.000941551,79.16702271,6.255058765,-10.10104561
Fearful,1,0.007677783,0.000758387,82.08343506,8.288543701,-10.06727695
Fearful,1,0.008831252,0.000593796,84.24986267,9.608363152,-9.369321823
Fearful,1,0.009949446,0.000481709,85.3094101,11.9588995,-10.33928204
Fearful,1,0.010859236,0.000409331,86.98985291,16.51032829,-10.25806236
Fearful,1,0.011445871,0.000355807,88.19274902,20.1562748,-10.63115406
Fearful,1,0.01156848,0.000342251,89.10785675,25.0592823,-11.67290497
Fearful,1,0.012351371,0.000324029,88.57073975,39.63905334,-10.65480042
Fearful,1,0.012586294,0.000282492,85.85564423,50.94187164,-11.2986021
Fearful,1,0.01408115,0.000266162,80.39622498,56.98996353,-11.34434891
Fearful,1,0.014642836,0.000221673,74.68294525,62.82784653,-11.38516808
Fearful,1,0.017609162,0.000198549,67.62030792,65.93864441,-10.77820778
Fearful,1,0.022422303,0.000157995,59.86199188,71.49728394,-11.15920639
Fearful,1,0.02862547,0.000123336,50.96725082,75.03575134,-11.47754097
Fearful,1,0.034244344,9.54E-05,38.24583435,76.62592316,-12.04839134
Fearful,1,0.047348861,8.32E-05,26.95463753,81.86367798,-11.89690208
Fearful,1,0.067334421,6.74E-05,17.66277122,84.73205566,-12.54942226
Fearful,1,0.095973268,4.83E-05,11.70407486,88.61135101,-13.06364536
Fearful,1,0.1645253,3.94E-05,7.232729435,91.39093781,-13.554533
Fearful,1,0.29535073,3.09E-05,4.097923279,92.48751831,-13.57739544
Fearful,1,0.629560053,1.90E-05,2.294897556,90.48539734,-14.05067062
Fearful,1,1.482025385,1.18E-05,1.417265892,88.53352356,-14.5418911
Fearful,1,3.890056372,8.33E-06,0.786499619,82.10341644,-15.1012516
Fearful,1,8.473778725,7.09E-06,0.435743719,69.43231201,-15.30353737
Fearful,1,17.830019,6.33E-06,0.303229898,57.15759277,-14.78380966
Fearful,1,28.31886864,4.40E-06,0.25094074,47.4574585,-15.96134472
Fearful,1,38.86725616,3.60E-06,0.207108691,33.95038986,-15.48945522
Fearful,1,47.41408539,3.54E-06,0.190361813,26.75463486,-16.23462105
Fearful,1,51.02200317,3.61E-06,0.185504138,18.60674095,-15.47129059
Fearful,1,55.31045532,3.82E-06,0.168374151,13.76906586,-15.39896393
Fearful,1,59.3245163,4.34E-06,0.147712559,11.2027874,-14.92404366
Fearful,1,61.76163864,5.18E-06,0.137457669,8.423636436,-14.9219141
Fearful,1,62.33139801,5.44E-06,0.139879078,6.176326752,-13.63609505
Fearful,1,62.88806534,5.57E-06,0.139551491,5.007681847,-13.70798302
Fearful,1,64.60647583,5.30E-06,0.139555216,4.446271896,-13.91519642
Fearful,1,67.26874542,4.35E-06,0.178426564,3.979549646,-12.92794228
Fearful,1,67.94976044,3.19E-06,0.244068727,4.023252964,-12.81722355
Fearful,1,68.70998383,2.31E-06,0.278365046,4.17880249,-13.57499027
Fearful,1,66.91146088,1.83E-06,0.413132846,5.167742729,-12.62488937
Fearful,1,65.6914444,1.50E-06,0.576121867,5.810408115,-13.11340237
Fearful,1,64.6269989,1.16E-06,0.727687299,6.418089867,-12.25805759
Fearful,1,63.59063339,9.43E-07,0.905276597,7.2029562,-12.73749065
Fearful,1,60.62042236,7.26E-07,1.061092138,8.866183281,-11.87018013
Fearful,1,54.59329987,5.62E-07,1.323943853,8.889352798,-12.01890755
Fearful,1,48.77697754,4.93E-07,1.429308176,8.314045906,-11.71893024
Fearful,1,42.7656517,4.00E-07,1.677433491,7.695109844,-12.52162266
Fearful,1,38.13696289,3.12E-07,2.045547962,6.303256512,-11.2759819
Fearful,1,31.33342552,2.67E-07,2.429620504,5.193443775,-12.05256462
Fearful,1,24.83349037,2.45E-07,2.698661089,4.568105698,-11.61678505
Fearful,1,16.41807175,2.19E-07,2.988902807,4.21561718,-10.45123577
